user_id,register_date,region,age,gender,registration_channel,last_login_date
U11040,2025-06-26,河南省,50,男,线下推广,2025-07-09
U11041,2025-07-13,甘肃省,22,男,线下推广,2025-09-16
U11042,2024-11-06,江苏省,60,男,APP,2025-07-09
U11043,2024-06-07,福建省,36,女,微信小程序,2024-12-20
U11044,2025-03-10,辽宁省,43,女,微信小程序,2025-08-21
U11045,2025-06-19,云南省,46,女,APP,2025-07-03
U11046,2024-09-28,西藏自治区,22,男,APP,2025-05-12
U11047,2024-08-22,香港特别行政区,55,男,APP,2025-07-12
U11048,2024-12-11,天津市,24,男,线下推广,2025-10-14
U11049,2024-07-21,山西省,47,女,线下推广,2024-10-13
U11050,2025-06-04,福建省,25,女,APP,2025-10-09
U11051,2025-03-15,海南省,46,女,线下推广,2025-05-18
U11052,2025-03-01,天津市,34,男,网站,2025-10-05
U11053,2025-02-28,陕西省,28,女,网站,2025-07-06
U11054,2025-06-25,宁夏回族自治区,31,女,APP,2025-07-15
U11055,2023-10-24,河北省,23,男,微信小程序,2024-05-11
U11056,2024-04-05,香港特别行政区,43,男,微信小程序,2025-05-12
U11057,2024-12-22,江西省,34,男,网站,2025-06-13
U11058,2024-08-01,陕西省,43,女,APP,2025-07-26
U11059,2025-06-06,香港特别行政区,24,女,网站,2025-07-05
U11060,2024-07-09,上海市,26,男,网站,2025-07-18
U11061,2024-01-05,河南省,21,男,APP,2024-11-23
U11062,2025-09-30,山西省,30,女,微信小程序,2025-10-02
U11063,2025-07-22,辽宁省,61,男,微信小程序,2025-08-24
U11064,2024-06-14,贵州省,22,男,网站,2025-06-02
U11065,2025-06-16,浙江省,30,女,APP,2025-09-25
U11066,2024-10-25,海南省,23,女,网站,2025-04-27
U11067,2023-12-30,青海省,20,女,网站,2025-07-12
U11068,2025-04-09,青海省,28,女,线下推广,2025-06-09
U11069,2023-12-07,广东省,49,男,线下推广,2024-01-10
U11070,2025-07-06,吉林省,61,女,APP,2025-07-10
U11071,2025-08-05,贵州省,40,男,APP,2025-10-06
U11072,2024-01-08,黑龙江省,35,女,线下推广,2025-08-05
U11073,2024-04-22,澳门特别行政区,27,男,APP,2024-09-04
U11074,2024-12-17,黑龙江省,59,女,线下推广,2025-04-24
U11075,2024-12-23,宁夏回族自治区,44,女,网站,2025-06-20
U11076,2024-04-13,陕西省,23,女,线下推广,2025-08-15
U11077,2024-03-07,安徽省,26,女,APP,2025-07-17
U11078,2025-03-09,宁夏回族自治区,59,男,网站,2025-08-09
U11079,2023-11-07,山东省,42,女,线下推广,2024-10-21
U11080,2025-01-17,宁夏回族自治区,52,女,微信小程序,2025-06-17
U11081,2023-10-19,浙江省,54,女,线下推广,2024-03-26
U11082,2024-05-19,内蒙古自治区,35,男,网站,2025-08-10
U11083,2024-01-03,安徽省,38,男,网站,2024-10-13
U11084,2024-06-25,山东省,35,男,线下推广,2025-06-15
U11085,2024-01-12,湖南省,51,女,APP,2025-06-15
U11086,2025-08-16,台湾省,28,男,APP,2025-10-06
U11087,2025-02-23,广西壮族自治区,60,男,微信小程序,2025-10-12
U11088,2024-08-12,陕西省,52,男,APP,2024-11-08
U11089,2024-07-12,海南省,54,女,微信小程序,2025-07-02
U11090,2025-02-06,安徽省,29,男,APP,2025-06-01
U11091,2025-09-28,山西省,55,女,微信小程序,2025-10-14
U11092,2024-01-28,广西壮族自治区,55,男,微信小程序,2024-04-28
U11093,2024-04-18,广东省,54,男,APP,2024-07-17
U11094,2024-03-06,四川省,49,女,APP,2025-08-26
U11095,2024-02-02,香港特别行政区,49,男,网站,2024-11-29
U11096,2024-09-04,江苏省,21,男,APP,2025-06-29
U11097,2024-09-08,安徽省,19,女,网站,2025-09-21
U11098,2025-02-20,安徽省,39,男,APP,2025-09-23
U11099,2024-02-22,台湾省,39,男,微信小程序,2024-10-03
U11100,2024-02-01,安徽省,21,男,APP,2024-10-02
U11101,2025-07-30,青海省,55,男,网站,2025-09-28
U11102,2023-11-26,海南省,51,女,网站,2023-12-03
U11103,2024-10-26,江苏省,41,女,网站,2025-01-09
U11104,2025-07-10,云南省,39,女,微信小程序,2025-10-14
U11105,2024-08-28,台湾省,26,男,线下推广,2025-07-16
U11106,2025-04-19,青海省,58,女,微信小程序,2025-07-22
U11107,2024-02-22,山西省,29,女,APP,2025-05-06
U11108,2023-11-08,江西省,60,男,线下推广,2024-06-21
U11109,2023-11-10,湖北省,37,女,APP,2024-05-02
U11110,2024-12-06,河南省,29,男,线下推广,2025-02-09
U11111,2025-06-13,新疆维吾尔自治区,54,男,APP,2025-09-30
U11112,2025-05-14,台湾省,56,女,APP,2025-08-28
U11113,2024-11-15,吉林省,58,男,线下推广,2025-06-25
U11114,2024-01-12,湖北省,27,女,网站,2025-09-05
U11115,2024-12-10,四川省,33,女,微信小程序,2025-07-08
U11116,2025-07-15,天津市,28,男,微信小程序,2025-09-26
U11117,2025-04-26,青海省,46,男,微信小程序,2025-08-10
U11118,2024-04-02,宁夏回族自治区,31,男,网站,2024-06-20
U11119,2025-05-09,福建省,40,女,网站,2025-07-05
U11120,2025-08-25,天津市,64,男,网站,2025-10-07
U11121,2024-05-07,海南省,42,女,线下推广,2024-07-13
U11122,2024-09-21,吉林省,28,女,线下推广,2025-03-24
U11123,2024-03-27,海南省,42,女,线下推广,2025-09-30
U11124,2025-02-01,宁夏回族自治区,24,女,APP,2025-04-06
U11125,2025-02-05,江苏省,28,女,网站,2025-04-26
U11126,2025-07-08,浙江省,20,女,网站,2025-07-19
U11127,2024-12-31,海南省,38,女,网站,2025-07-25
U11128,2024-05-21,黑龙江省,22,女,APP,2025-01-27
U11129,2025-04-14,河南省,42,男,网站,2025-06-09
U11130,2025-01-02,湖北省,53,男,微信小程序,2025-07-20
U11131,2025-09-14,河北省,56,女,网站,2025-09-20
U11132,2025-05-20,甘肃省,45,男,线下推广,2025-05-31
U11133,2024-05-18,江苏省,28,男,网站,2024-08-29
U11134,2024-04-26,辽宁省,39,男,APP,2025-01-01
U11135,2025-07-20,福建省,44,女,微信小程序,2025-10-01
U11136,2025-08-01,陕西省,37,男,网站,2025-09-17
U11137,2024-02-03,湖北省,21,女,线下推广,2025-06-04
U11138,2024-09-01,云南省,27,男,微信小程序,2025-08-18
U11139,2023-12-13,山西省,18,女,网站,2024-10-20
U11140,2024-11-19,湖北省,36,女,APP,2025-08-15
U11141,2025-10-12,四川省,24,男,APP,2025-10-14
U11142,2024-10-29,广西壮族自治区,28,女,网站,2025-06-12
U11143,2023-10-17,山西省,48,男,微信小程序,2025-05-06
U11144,2024-10-06,海南省,43,女,线下推广,2025-09-01
U11145,2023-12-04,陕西省,60,女,网站,2024-05-21
U11146,2024-09-13,浙江省,59,女,APP,2025-10-02
U11147,2024-05-11,广西壮族自治区,41,女,微信小程序,2024-12-17
U11148,2024-07-04,江苏省,29,女,网站,2025-09-16
U11149,2025-08-08,台湾省,34,女,线下推广,2025-09-10
U11150,2025-09-09,重庆市,34,男,微信小程序,2025-09-11
U11151,2024-01-01,新疆维吾尔自治区,54,男,APP,2024-01-13
U11152,2024-01-20,黑龙江省,62,男,网站,2024-12-27
U11153,2024-10-04,北京市,60,女,线下推广,2025-10-11
U11154,2024-09-12,山东省,55,男,网站,2024-12-23
U11155,2025-08-31,广东省,42,女,线下推广,2025-09-07
U11156,2025-08-25,湖北省,54,男,线下推广,2025-09-03
U11157,2025-03-07,四川省,37,男,线下推广,2025-06-12
U11158,2023-12-19,四川省,63,男,APP,2025-05-18
U11159,2025-09-17,黑龙江省,25,女,APP,2025-09-19
U11160,2024-08-18,广东省,28,男,APP,2025-02-15
U11161,2024-09-13,山西省,26,男,线下推广,2024-11-25
U11162,2023-10-16,浙江省,23,女,APP,2024-10-20
U11163,2023-12-15,江苏省,58,男,微信小程序,2025-03-20
U11164,2024-04-08,澳门特别行政区,38,男,网站,2025-09-18
U11165,2024-09-25,北京市,42,女,微信小程序,2024-09-28
U11166,2025-04-08,贵州省,35,女,网站,2025-09-13
U11167,2024-01-17,宁夏回族自治区,62,女,网站,2025-07-09
U11168,2024-01-26,西藏自治区,44,男,APP,2024-03-21
U11169,2024-04-10,云南省,54,男,网站,2024-06-18
U11170,2025-05-05,河北省,54,男,微信小程序,2025-05-25
U11171,2024-06-15,四川省,52,女,线下推广,2025-02-02
U11172,2024-01-30,云南省,34,女,线下推广,2025-09-21
U11173,2025-07-08,江苏省,54,女,网站,2025-08-04
U11174,2023-12-08,澳门特别行政区,29,女,线下推广,2025-02-17
U11175,2023-10-22,黑龙江省,27,女,网站,2024-09-27
U11176,2024-07-14,浙江省,43,女,APP,2024-11-08
U11177,2025-09-29,甘肃省,21,女,微信小程序,2025-10-13
U11178,2025-04-01,青海省,41,男,微信小程序,2025-06-24
U11179,2023-12-22,河北省,37,女,微信小程序,2024-04-08
U11180,2025-05-22,吉林省,49,男,APP,2025-09-13
U11181,2025-05-05,云南省,26,女,线下推广,2025-07-12
U11182,2024-09-13,广西壮族自治区,38,女,线下推广,2024-12-30
U11183,2024-04-25,湖北省,56,男,APP,2025-09-07
U11184,2023-12-20,福建省,46,男,线下推广,2025-02-21
U11185,2025-01-24,河南省,65,女,微信小程序,2025-02-03
U11186,2025-08-04,广东省,21,男,网站,2025-08-23
U11187,2024-11-21,香港特别行政区,37,女,APP,2025-02-02
U11188,2025-05-18,陕西省,51,男,APP,2025-07-14
U11189,2025-02-28,重庆市,30,男,网站,2025-05-31
U11190,2024-11-03,云南省,33,男,线下推广,2024-12-16
U11191,2024-04-20,台湾省,21,女,APP,2025-08-28
U11192,2025-01-19,内蒙古自治区,35,女,线下推广,2025-08-12
U11193,2025-09-05,北京市,50,女,网站,2025-09-22
U11194,2025-10-10,广西壮族自治区,61,男,APP,2025-10-10
U11195,2024-08-11,甘肃省,41,女,线下推广,2025-05-21
U11196,2024-12-13,安徽省,29,女,微信小程序,2025-10-05
U11197,2024-10-15,内蒙古自治区,40,男,微信小程序,2024-10-21
U11198,2025-01-14,内蒙古自治区,65,男,微信小程序,2025-01-19
U11199,2024-05-06,浙江省,19,女,网站,2024-06-05
U11200,2025-10-01,重庆市,28,男,APP,2025-10-10
U11201,2024-11-12,河南省,59,男,APP,2025-07-14
U11202,2025-04-21,香港特别行政区,35,女,网站,2025-09-16
U11203,2024-09-02,宁夏回族自治区,61,男,线下推广,2025-07-11
U11204,2023-12-19,辽宁省,26,男,网站,2024-07-21
U11205,2023-12-19,广东省,32,女,微信小程序,2024-02-18
U11206,2024-11-16,浙江省,63,女,线下推广,2025-09-25
U11207,2024-02-13,广西壮族自治区,42,女,线下推广,2024-12-12
U11208,2025-01-13,内蒙古自治区,34,男,线下推广,2025-05-13
U11209,2025-04-10,宁夏回族自治区,37,女,网站,2025-08-29
U11210,2025-08-03,福建省,18,女,微信小程序,2025-08-08
U11211,2024-04-22,山西省,37,男,线下推广,2025-03-25
U11212,2024-01-14,新疆维吾尔自治区,22,女,微信小程序,2025-05-03
U11213,2025-01-30,重庆市,58,女,微信小程序,2025-05-30
U11214,2025-03-16,安徽省,34,女,APP,2025-05-01
U11215,2023-10-25,江苏省,27,男,网站,2025-04-21
U11216,2023-10-24,黑龙江省,56,女,微信小程序,2024-11-12
U11217,2024-07-11,澳门特别行政区,61,男,网站,2025-08-16
U11218,2025-06-15,湖南省,59,女,微信小程序,2025-07-17
U11219,2024-07-30,江苏省,34,女,线下推广,2025-02-23
U11220,2025-05-07,吉林省,42,男,APP,2025-10-03
U11221,2025-09-13,上海市,39,男,线下推广,2025-09-29
U11222,2025-07-03,宁夏回族自治区,60,女,微信小程序,2025-08-24
U11223,2024-11-25,内蒙古自治区,28,男,微信小程序,2025-03-07
U11224,2025-04-21,内蒙古自治区,24,女,APP,2025-07-26
U11225,2024-10-03,香港特别行政区,65,女,APP,2025-02-19
U11226,2023-11-28,台湾省,61,女,网站,2025-09-25
U11227,2024-12-29,黑龙江省,32,女,APP,2025-05-20
U11228,2024-02-15,湖南省,65,女,线下推广,2025-10-07
U11229,2024-01-03,吉林省,39,女,微信小程序,2024-06-28
U11230,2025-05-13,香港特别行政区,55,女,线下推广,2025-05-13
U11231,2023-11-19,北京市,25,女,网站,2024-05-26
U11232,2023-11-20,西藏自治区,58,男,线下推广,2024-08-28
U11233,2024-08-08,辽宁省,30,男,线下推广,2024-12-25
U11234,2025-10-08,天津市,51,女,线下推广,2025-10-14
U11235,2025-06-30,甘肃省,21,男,APP,2025-08-12
U11236,2024-06-21,福建省,30,女,线下推广,2025-05-10
U11237,2025-09-26,广西壮族自治区,54,女,APP,2025-10-02
U11238,2025-07-18,内蒙古自治区,38,男,网站,2025-09-11
U11239,2024-07-31,吉林省,49,女,APP,2025-08-24
U11240,2025-03-21,重庆市,38,男,网站,2025-05-29
U11241,2024-04-06,澳门特别行政区,46,女,APP,2024-05-11
U11242,2024-08-22,内蒙古自治区,28,男,线下推广,2025-08-18
U11243,2025-08-18,河南省,23,男,线下推广,2025-09-17
U11244,2024-06-26,山西省,58,女,线下推广,2025-08-29
U11245,2024-10-04,北京市,45,女,线下推广,2025-02-24
U11246,2024-03-19,河南省,18,男,APP,2025-05-30
U11247,2025-06-16,广东省,64,女,网站,2025-10-14
U11248,2024-04-21,新疆维吾尔自治区,38,男,网站,2025-02-01
U11249,2025-01-17,台湾省,61,男,APP,2025-04-02
U11250,2025-05-06,福建省,32,女,微信小程序,2025-06-04
U11251,2023-10-20,甘肃省,26,男,线下推广,2023-11-07
U11252,2024-04-13,海南省,50,女,APP,2025-08-19
U11253,2025-07-29,北京市,22,男,微信小程序,2025-08-30
U11254,2023-10-17,云南省,36,女,微信小程序,2025-08-06
U11255,2025-05-11,广东省,45,男,微信小程序,2025-05-31
U11256,2024-03-23,澳门特别行政区,49,女,APP,2024-09-23
U11257,2024-09-06,台湾省,28,女,网站,2024-10-22
U11258,2024-02-03,湖北省,32,男,APP,2024-04-15
U11259,2023-11-19,江西省,31,男,APP,2025-10-15
U11260,2025-08-02,澳门特别行政区,25,女,网站,2025-09-11
U11261,2025-04-12,四川省,42,女,网站,2025-07-10
U11262,2025-05-18,山西省,56,男,网站,2025-09-07
U11263,2023-12-29,香港特别行政区,59,男,网站,2024-04-10
U11264,2025-02-21,陕西省,62,男,线下推广,2025-03-22
U11265,2025-01-17,重庆市,46,女,网站,2025-07-04
U11266,2025-03-13,江苏省,53,女,线下推广,2025-06-12
U11267,2024-05-29,湖南省,62,男,APP,2025-01-28
U11268,2025-10-04,陕西省,62,男,微信小程序,2025-10-12
U11269,2025-07-23,广西壮族自治区,44,男,微信小程序,2025-08-22
U11270,2024-10-01,湖北省,57,男,线下推广,2024-12-30
U11271,2023-12-13,山东省,24,男,微信小程序,2024-03-27
U11272,2025-06-12,河北省,25,男,线下推广,2025-07-12
U11273,2024-01-06,黑龙江省,30,男,微信小程序,2024-12-20
U11274,2024-10-11,广西壮族自治区,51,男,微信小程序,2025-03-17
U11275,2024-01-17,海南省,63,女,微信小程序,2025-09-06
U11276,2024-03-25,青海省,28,男,线下推广,2024-11-19
U11277,2024-10-09,湖南省,31,女,微信小程序,2025-09-05
U11278,2024-01-17,山西省,33,男,网站,2024-05-18
U11279,2025-07-04,广东省,60,男,网站,2025-07-11
U11280,2024-03-31,广西壮族自治区,54,女,APP,2024-07-24
U11281,2023-12-25,福建省,23,男,网站,2024-09-26
U11282,2024-08-18,香港特别行政区,34,男,线下推广,2024-09-25
U11283,2025-03-24,广东省,36,女,线下推广,2025-07-03
U11284,2025-07-13,安徽省,21,男,APP,2025-07-16
U11285,2024-08-25,青海省,20,女,微信小程序,2025-03-07
U11286,2023-12-28,新疆维吾尔自治区,61,女,线下推广,2024-03-16
U11287,2025-07-01,江苏省,65,男,网站,2025-07-24
U11288,2023-10-25,重庆市,20,男,APP,2025-07-30
U11289,2025-06-13,江西省,60,男,微信小程序,2025-07-08
U11290,2024-03-17,陕西省,40,女,微信小程序,2024-12-31
U11291,2025-04-01,山西省,64,男,微信小程序,2025-07-10
U11292,2025-09-27,内蒙古自治区,39,男,网站,2025-09-27
U11293,2023-12-05,山东省,43,女,线下推广,2025-04-19
U11294,2024-09-24,江苏省,35,女,线下推广,2024-10-29
U11295,2025-09-17,贵州省,44,男,网站,2025-09-22
U11296,2023-11-18,新疆维吾尔自治区,26,男,APP,2023-12-27
U11297,2024-02-23,宁夏回族自治区,24,女,线下推广,2025-09-07
U11298,2024-08-17,台湾省,54,女,APP,2024-09-08
U11299,2024-08-08,宁夏回族自治区,57,女,微信小程序,2024-12-20
U11300,2024-07-16,浙江省,57,男,APP,2024-12-08
U11301,2024-05-16,湖北省,48,女,网站,2025-04-27
U11302,2025-09-01,辽宁省,44,女,网站,2025-09-02
U11303,2025-02-03,福建省,22,女,微信小程序,2025-10-12
U11304,2024-06-01,台湾省,18,男,微信小程序,2025-04-17
U11305,2025-08-31,西藏自治区,51,男,线下推广,2025-09-02
U11306,2023-12-23,湖北省,60,男,线下推广,2024-10-15
U11307,2024-01-30,甘肃省,40,女,APP,2024-07-02
U11308,2025-02-26,澳门特别行政区,53,男,网站,2025-06-02
U11309,2025-02-16,上海市,59,男,线下推广,2025-07-14
U11310,2025-06-14,海南省,49,男,网站,2025-09-15
U11311,2024-12-11,台湾省,49,女,APP,2025-04-23
U11312,2025-09-23,香港特别行政区,39,女,网站,2025-09-30
U11313,2024-08-12,湖北省,50,男,线下推广,2024-12-29
U11314,2023-11-05,广西壮族自治区,43,男,网站,2025-02-10
U11315,2024-04-03,上海市,47,女,线下推广,2024-11-07
U11316,2023-11-30,西藏自治区,23,女,线下推广,2025-01-14
U11317,2024-07-19,江西省,38,男,线下推广,2024-11-19
U11318,2024-01-01,福建省,65,男,网站,2025-05-25
U11319,2024-04-20,湖北省,43,女,网站,2025-06-08
U11320,2025-07-11,重庆市,53,男,网站,2025-09-23
U11321,2024-04-03,云南省,56,女,APP,2025-01-03
U11322,2025-10-11,安徽省,59,女,微信小程序,2025-10-12
U11323,2024-04-16,广西壮族自治区,41,男,APP,2025-10-09
U11324,2024-07-20,上海市,47,女,线下推广,2025-04-19
U11325,2024-12-29,辽宁省,63,女,线下推广,2025-08-04
U11326,2024-03-10,台湾省,25,男,APP,2025-05-05
U11327,2024-06-12,安徽省,18,女,微信小程序,2025-06-27
U11328,2023-11-14,山西省,58,女,微信小程序,2023-12-27
U11329,2024-04-13,江西省,62,男,网站,2024-04-28
U11330,2024-11-27,西藏自治区,28,女,APP,2024-11-27
U11331,2024-06-29,山东省,63,女,网站,2024-10-08
U11332,2024-07-06,安徽省,34,男,APP,2025-03-14
U11333,2023-12-01,上海市,25,女,APP,2024-03-24
U11334,2025-01-13,辽宁省,47,男,微信小程序,2025-02-25
U11335,2025-08-03,澳门特别行政区,24,女,网站,2025-09-07
U11336,2023-12-11,四川省,58,男,线下推广,2025-06-10
U11337,2025-03-13,陕西省,47,男,线下推广,2025-04-21
U11338,2024-07-03,广东省,18,男,线下推广,2025-03-10
U11339,2024-01-29,黑龙江省,55,女,APP,2025-08-19
U11340,2024-09-19,台湾省,62,男,APP,2025-05-23
U11341,2024-02-28,海南省,24,女,微信小程序,2024-08-19
U11342,2025-03-15,安徽省,50,女,线下推广,2025-08-08
U11343,2024-06-10,河南省,56,男,微信小程序,2024-09-16
U11344,2024-03-02,北京市,43,女,微信小程序,2025-08-29
U11345,2025-01-02,陕西省,46,男,APP,2025-08-10
U11346,2023-11-10,安徽省,44,女,微信小程序,2025-02-19
U11347,2024-06-19,江西省,63,男,APP,2025-09-01
U11348,2024-01-04,台湾省,31,女,微信小程序,2024-04-22
U11349,2024-06-29,内蒙古自治区,61,男,APP,2024-12-30
U11350,2024-07-11,广西壮族自治区,50,女,网站,2024-11-18
U11351,2025-02-21,山西省,40,女,线下推广,2025-07-01
U11352,2024-09-26,北京市,61,女,线下推广,2025-01-06
U11353,2024-03-26,福建省,18,男,网站,2025-09-15
U11354,2023-12-07,海南省,42,男,网站,2024-06-23
U11355,2025-06-18,河北省,60,男,APP,2025-06-18
U11356,2023-11-22,云南省,35,男,微信小程序,2024-10-27
U11357,2025-05-07,甘肃省,61,女,APP,2025-06-08
U11358,2025-09-02,甘肃省,21,女,APP,2025-09-25
U11359,2025-08-30,云南省,52,男,微信小程序,2025-09-16
U11360,2024-12-13,云南省,46,男,APP,2025-01-21
U11361,2025-07-20,西藏自治区,65,女,APP,2025-10-04
U11362,2025-08-17,江西省,50,女,网站,2025-09-01
U11363,2024-09-30,内蒙古自治区,42,女,线下推广,2025-08-06
U11364,2025-08-02,天津市,61,女,网站,2025-08-30
U11365,2023-10-31,广西壮族自治区,18,女,APP,2024-05-20
U11366,2024-01-05,内蒙古自治区,57,女,APP,2024-09-26
U11367,2024-02-25,云南省,58,女,APP,2024-06-28
U11368,2025-05-06,内蒙古自治区,64,男,微信小程序,2025-08-20
U11369,2025-09-12,山西省,46,男,网站,2025-09-28
U11370,2025-01-19,西藏自治区,29,男,网站,2025-01-31
U11371,2024-09-15,黑龙江省,42,男,线下推广,2025-08-18
U11372,2024-02-15,重庆市,35,女,APP,2024-05-03
U11373,2024-06-29,浙江省,28,女,网站,2024-11-23
U11374,2024-08-28,湖南省,39,女,APP,2025-04-03
U11375,2024-06-02,福建省,20,男,微信小程序,2024-08-15
U11376,2023-11-23,陕西省,56,男,微信小程序,2025-02-09
U11377,2024-12-15,台湾省,49,女,网站,2025-02-12
U11378,2023-11-27,四川省,63,女,APP,2023-11-29
U11379,2024-09-12,山西省,29,男,APP,2025-04-28
U11380,2025-07-16,西藏自治区,44,女,网站,2025-08-04
U11381,2023-12-30,上海市,40,男,APP,2024-06-07
U11382,2024-02-25,河南省,60,女,微信小程序,2024-04-28
U11383,2024-10-17,吉林省,41,女,APP,2025-02-13
U11384,2025-06-16,陕西省,57,女,网站,2025-09-15
U11385,2024-10-29,湖南省,25,女,线下推广,2024-12-03
U11386,2025-02-25,云南省,33,男,网站,2025-05-07
U11387,2024-07-30,云南省,61,女,线下推广,2025-05-12
U11388,2024-03-08,青海省,25,女,微信小程序,2024-04-11
U11389,2024-05-07,青海省,52,女,网站,2025-05-03
U11390,2024-05-07,江西省,51,女,线下推广,2024-12-01
U11391,2024-12-27,重庆市,49,男,微信小程序,2025-02-23
U11392,2025-05-22,河北省,59,男,微信小程序,2025-06-07
U11393,2025-03-17,海南省,50,男,网站,2025-10-13
U11394,2024-09-01,江西省,28,男,网站,2024-10-18
U11395,2025-07-30,云南省,31,男,线下推广,2025-09-18
U11396,2024-09-05,西藏自治区,24,男,线下推广,2025-03-07
U11397,2024-10-19,广东省,59,男,APP,2024-11-18
U11398,2024-08-17,天津市,19,女,微信小程序,2025-09-10
U11399,2025-01-01,澳门特别行政区,20,男,网站,2025-08-10
U11400,2025-03-25,辽宁省,21,男,微信小程序,2025-05-10
U11401,2025-05-26,青海省,53,男,APP,2025-06-28
U11402,2024-02-22,浙江省,34,女,线下推广,2024-07-20
U11403,2024-01-22,天津市,46,女,线下推广,2024-12-15
U11404,2023-12-15,宁夏回族自治区,38,男,线下推广,2024-05-19
U11405,2025-07-15,辽宁省,61,男,网站,2025-10-03
U11406,2025-01-20,湖南省,59,男,网站,2025-05-24
U11407,2025-09-22,内蒙古自治区,62,男,微信小程序,2025-09-24
U11408,2024-08-12,陕西省,50,男,微信小程序,2025-10-14
U11409,2024-06-25,湖北省,61,女,网站,2025-08-02
U11410,2024-10-05,北京市,36,女,线下推广,2025-08-06
U11411,2025-04-12,澳门特别行政区,43,男,线下推广,2025-09-10
U11412,2024-09-05,吉林省,28,男,APP,2025-07-23
U11413,2024-02-09,辽宁省,65,女,微信小程序,2025-04-24
U11414,2025-01-14,河北省,58,男,微信小程序,2025-02-24
U11415,2024-12-26,河北省,61,女,网站,2025-04-16
U11416,2025-08-19,海南省,53,男,网站,2025-09-27
U11417,2024-05-08,云南省,20,男,线下推广,2025-09-28
U11418,2024-10-27,西藏自治区,52,男,微信小程序,2024-11-10
U11419,2024-02-26,湖北省,31,女,APP,2025-01-03
U11420,2024-02-04,陕西省,44,男,APP,2024-03-05
U11421,2024-08-18,贵州省,29,男,微信小程序,2025-02-18
U11422,2023-11-23,西藏自治区,30,男,APP,2024-06-18
U11423,2025-09-11,四川省,60,男,线下推广,2025-09-11
U11424,2024-07-04,广东省,59,男,微信小程序,2025-03-02
U11425,2024-05-20,台湾省,60,男,微信小程序,2024-08-04
U11426,2025-08-20,江西省,24,男,线下推广,2025-09-02
U11427,2024-06-05,青海省,39,女,APP,2025-02-09
U11428,2024-05-12,甘肃省,60,男,网站,2025-08-24
U11429,2025-02-28,山西省,36,男,APP,2025-05-11
U11430,2024-09-23,浙江省,38,女,线下推广,2025-09-12
U11431,2025-07-16,甘肃省,39,女,APP,2025-09-25
U11432,2024-10-26,澳门特别行政区,54,女,微信小程序,2025-09-27
U11433,2024-08-01,重庆市,45,男,网站,2025-09-05
U11434,2025-06-21,黑龙江省,38,男,APP,2025-07-03
U11435,2024-06-13,香港特别行政区,63,女,微信小程序,2025-04-22
U11436,2024-01-29,澳门特别行政区,41,男,微信小程序,2025-04-14
U11437,2023-11-07,安徽省,48,女,线下推广,2024-04-04
U11438,2025-08-25,山东省,40,女,线下推广,2025-08-30
U11439,2024-04-26,天津市,53,男,APP,2025-04-15
U11440,2023-11-24,四川省,59,男,微信小程序,2025-05-24
U11441,2024-03-18,湖北省,26,男,微信小程序,2024-12-29
U11442,2025-07-16,新疆维吾尔自治区,64,男,网站,2025-09-03
U11443,2024-08-19,吉林省,19,男,线下推广,2024-09-11
U11444,2024-04-20,四川省,55,男,网站,2025-05-04
U11445,2025-01-19,青海省,53,女,线下推广,2025-03-28
U11446,2025-08-22,西藏自治区,59,男,微信小程序,2025-10-14
U11447,2024-07-13,海南省,43,男,微信小程序,2024-11-17
U11448,2025-07-27,湖南省,26,女,网站,2025-10-07
U11449,2025-07-22,山西省,43,女,网站,2025-08-18
U11450,2023-11-06,云南省,60,男,APP,2023-12-14
U11451,2024-02-19,浙江省,50,男,线下推广,2024-08-08
U11452,2025-03-01,江西省,28,男,APP,2025-05-20
U11453,2024-05-12,甘肃省,65,女,微信小程序,2025-06-14
U11454,2023-10-31,北京市,20,男,线下推广,2024-11-02
U11455,2025-09-22,江苏省,32,男,微信小程序,2025-10-07
U11456,2024-02-27,北京市,41,男,网站,2024-08-18
U11457,2024-04-29,广东省,60,男,微信小程序,2025-09-10
U11458,2024-05-16,宁夏回族自治区,42,女,线下推广,2025-03-04
U11459,2025-08-07,海南省,20,男,微信小程序,2025-09-20
U11460,2024-04-28,浙江省,24,女,微信小程序,2025-04-25
U11461,2024-06-06,澳门特别行政区,55,男,线下推广,2025-10-03
U11462,2024-08-19,河北省,59,女,微信小程序,2024-08-24
U11463,2024-11-16,四川省,55,男,微信小程序,2025-06-22
U11464,2025-03-01,河南省,42,男,线下推广,2025-06-24
U11465,2025-03-30,河北省,40,女,线下推广,2025-10-03
U11466,2023-12-04,贵州省,48,男,APP,2024-07-05
U11467,2025-02-24,广西壮族自治区,46,男,APP,2025-06-11
U11468,2024-05-05,广东省,22,女,APP,2024-09-28
U11469,2024-02-09,澳门特别行政区,27,男,APP,2025-09-25
U11470,2024-04-19,重庆市,41,男,APP,2025-07-29
U11471,2024-08-24,广西壮族自治区,44,女,网站,2024-12-10
U11472,2025-04-28,上海市,48,女,线下推广,2025-09-02
U11473,2024-11-05,河南省,31,男,线下推广,2025-02-13
U11474,2025-09-19,甘肃省,19,男,网站,2025-10-08
U11475,2024-08-12,天津市,26,男,APP,2025-01-06
U11476,2024-07-08,江西省,58,男,APP,2025-08-27
U11477,2025-02-22,西藏自治区,21,男,微信小程序,2025-07-11
U11478,2024-11-13,广东省,29,女,网站,2025-10-07
U11479,2024-02-25,安徽省,64,女,网站,2024-10-10
